FILE,w(Genre),w(Historical),w(Interior),w(Landscape),w(Mythological),w(Portrait),w(Religious),w(StillLife),w(Study),EXPECTED,PREDICTED
rawdata/art/types/train/Mythological/30128-nuptials.jpg,0.0007,0.0012,0.0018,0.0003,0.9997,0.0008,0.9662,0.0018,0.0005,Mythological,Mythological
rawdata/art/types/train/Mythological/30220-4ducale21.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30234-05apol1.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30235-05apol2.jpg,0.0000,0.0001,0.0002,0.0002,1.0000,0.0000,1.0000,0.0001,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30239-09venus.jpg,0.0015,0.0006,0.0012,0.0000,0.9996,0.0024,0.9758,0.0025,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/30245-9lucreti.jpg,0.0182,0.0008,0.0019,0.0029,0.9982,0.0003,0.9949,0.0001,0.0004,Mythological,Mythological
rawdata/art/types/train/Mythological/30265-sibyl.jpg,0.0005,0.0008,0.0015,0.0002,0.0049,0.9991,0.1069,0.0003,0.0005,Mythological,Portrait
rawdata/art/types/train/Mythological/30331-allegory.jpg,0.0473,0.0002,0.0001,0.0013,1.0000,0.0000,0.9985,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30401-cupid.jpg,0.0006,0.0001,0.0003,0.0007,1.0000,0.0002,0.9866,0.0002,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30408-pallas_a.jpg,0.0000,0.0001,0.0004,0.0000,0.9999,0.0351,0.9909,0.0005,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30417-rocca0.jpg,0.0000,0.0000,0.0002,0.0000,1.0000,0.0032,0.9998,0.0196,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30418-rocca1.jpg,0.0000,0.0005,0.0010,0.0001,0.9999,0.0070,0.9455,0.0014,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/30419-rocca2.jpg,0.0006,0.0007,0.0018,0.0017,0.9992,0.0021,0.8884,0.0013,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/30420-rocca3.jpg,0.0000,0.0001,0.0003,0.0000,1.0000,0.0000,0.9995,0.0022,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30423-rocca6.jpg,0.0000,0.0001,0.0002,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30424-rocca7.jpg,0.0000,0.0001,0.0002,0.0002,1.0000,0.0014,0.9938,0.0018,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30482-perseus.jpg,0.0000,0.0008,0.0010,0.0329,0.9972,0.0001,0.9785,0.0008,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/30484-salviati.jpg,0.0000,0.0001,0.0010,0.0000,0.9994,0.0000,1.0000,0.0000,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/30510-charon.jpg,0.0007,0.0003,0.0014,0.9793,0.9942,0.0002,0.1023,0.0005,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/30556-ceiling.jpg,0.0000,0.0002,0.0003,0.0000,1.0000,0.0000,0.9994,0.0046,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30590-1sculptu.jpg,0.0224,0.0002,0.0005,0.0000,0.9998,0.0142,0.6938,0.0004,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/30591-2paintin.jpg,0.0059,0.0002,0.0003,0.0000,1.0000,0.0339,0.6444,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30592-3drawing.jpg,0.0002,0.0001,0.0002,0.0000,1.0000,0.0008,0.9978,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30596-pair1.jpg,0.0002,0.0001,0.0003,0.0061,0.9996,0.0000,0.9467,0.0002,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30597-pair2.jpg,0.0001,0.0001,0.0003,0.0000,0.9993,0.0000,0.9996,0.0007,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30599-1murano1.jpg,0.0004,0.0002,0.0005,0.0000,0.9934,0.0003,0.9843,0.0126,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30600-1murano2.jpg,0.0002,0.0001,0.0004,0.0645,0.9985,0.0003,0.5920,0.0012,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30601-1murano3.jpg,0.0015,0.0001,0.0004,0.0000,0.9993,0.0254,0.9889,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30602-1murano4.jpg,0.0000,0.0004,0.0011,0.0009,0.9999,0.0025,0.9899,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30604-2mira02.jpg,0.0003,0.0002,0.0003,0.0167,0.9999,0.0000,0.9975,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30605-2mira03.jpg,0.0001,0.0002,0.0002,0.0001,0.9989,0.0000,0.9992,0.0000,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/30606-2mira04.jpg,0.0000,0.0001,0.0001,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30607-2mira05.jpg,0.0000,0.0002,0.0005,0.0046,0.9996,0.0001,0.9975,0.0010,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30614-3albriz1.jpg,0.0000,0.0001,0.0001,0.0000,1.0000,0.0000,0.9998,0.0011,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30615-3albriz2.jpg,0.0001,0.0001,0.0002,0.0000,1.0000,0.0000,0.9997,0.0079,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30628-roundel.jpg,0.0004,0.0001,0.0007,0.0000,0.0004,0.9995,0.0420,0.0002,0.0001,Mythological,Portrait
rawdata/art/types/train/Mythological/30697-paolina7.jpg,0.0019,0.0009,0.0019,0.0028,0.9999,0.0121,0.1945,0.0027,0.0006,Mythological,Mythological
rawdata/art/types/train/Mythological/30723-acisgala.jpg,0.0000,0.0000,0.0001,0.0210,1.0000,0.0000,1.0000,0.0001,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30724-aeneas_f.jpg,0.0006,0.0001,0.0002,0.0003,0.9999,0.0039,0.9931,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30725-sacrific.jpg,0.0003,0.0005,0.0012,0.0038,0.9998,0.0007,0.5953,0.0019,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/30726-cyrus.jpg,0.0003,0.0002,0.0005,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30777-8study1.jpg,0.0000,0.0001,0.0002,0.0003,0.9999,0.0051,0.9977,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30778-8study2.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30780-8study4.jpg,0.0000,0.0001,0.0004,0.0004,1.0000,0.0001,0.9990,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30877-apollo_m.jpg,0.0000,0.0001,0.0001,0.0005,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30894-farnesi2.jpg,0.0000,0.0002,0.0005,0.0000,1.0000,0.0002,0.9990,0.0114,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/30900-muses.jpg,0.0005,0.0001,0.0004,0.0000,0.9999,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/30934-angelica.jpg,0.0000,0.0002,0.0002,0.0001,1.0000,0.0001,0.9994,0.0002,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/30954-alcestis.jpg,0.0032,0.0002,0.0010,0.0000,0.9964,0.0001,0.9969,0.0007,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/30957-socrates.jpg,0.0004,0.0004,0.0012,0.0002,0.9994,0.0004,0.9966,0.0000,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31033-cupidpsy.jpg,0.0006,0.0004,0.0016,0.0006,0.9999,0.0018,0.3389,0.0026,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/31034-cybele.jpg,0.0000,0.0000,0.0001,0.0004,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31245-discover.jpg,0.0002,0.0001,0.0001,0.0171,0.9999,0.0001,0.6178,0.0014,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31246-finding.jpg,0.0000,0.0000,0.0002,0.0000,1.0000,0.0000,0.9990,0.0033,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31250-lapiths.jpg,0.0001,0.0005,0.0008,0.0002,0.9995,0.0002,0.9558,0.1124,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/31251-perseus.jpg,0.0117,0.0002,0.0006,0.0502,0.9999,0.0003,0.2625,0.0004,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31257-procris.jpg,0.0002,0.0001,0.0002,0.0009,0.9998,0.0009,0.9799,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31260-promethe.jpg,0.0003,0.0001,0.0002,0.0928,1.0000,0.0000,0.9444,0.0007,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31261-silenus.jpg,0.0004,0.0007,0.0013,0.0540,0.9996,0.0014,0.2715,0.0442,0.0011,Mythological,Mythological
rawdata/art/types/train/Mythological/31262-venus_ma.jpg,0.0000,0.0000,0.0002,0.0011,1.0000,0.0000,0.9998,0.0001,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31286-danae.jpg,0.0181,0.0009,0.0015,0.0134,0.9864,0.0063,0.1227,0.0009,0.0006,Mythological,Mythological
rawdata/art/types/train/Mythological/31287-europa.jpg,0.0000,0.0003,0.0004,0.0060,1.0000,0.0001,0.7227,0.0025,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31447-2arithm1.jpg,0.0003,0.0000,0.0002,0.0001,0.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31451-2music.jpg,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31465-odysseus.jpg,0.0000,0.0001,0.0003,0.0000,1.0000,0.0000,0.9998,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31472-1ceiling.jpg,0.0001,0.0002,0.0008,0.0000,1.0000,0.0001,0.9960,0.0011,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31477-5vanity.jpg,0.0003,0.0000,0.0001,0.0000,1.0000,0.0000,0.9999,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/31480-rosso1.jpg,0.0001,0.0004,0.0013,0.0001,0.9984,0.0020,0.9923,0.0005,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31481-rosso2.jpg,0.0011,0.0003,0.0009,0.0003,0.9999,0.0012,0.9030,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31768-polyxena.jpg,0.0000,0.0000,0.0002,0.0000,0.9836,0.0000,1.0000,0.0002,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31772-sophonis.jpg,0.0000,0.0001,0.0000,0.0000,1.0000,0.0000,1.0000,0.0001,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31776-allegor1.jpg,0.0009,0.0004,0.0025,0.0000,0.9997,0.0130,0.9985,0.0002,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31777-allegor2.jpg,0.0017,0.0004,0.0015,0.0002,1.0000,0.0001,0.9878,0.0003,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31821-amarylli.jpg,0.0032,0.0002,0.0005,0.0466,1.0000,0.0001,0.7482,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31830-mercury.jpg,0.0212,0.0003,0.0007,0.8387,0.9955,0.0093,0.0108,0.0000,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/31831-nymphs.jpg,0.0002,0.0002,0.0006,0.0008,1.0000,0.0000,0.9998,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31841-satyrdan.jpg,0.0000,0.0004,0.0008,0.3011,0.9993,0.0119,0.3125,0.0002,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31870-hercul1.jpg,0.0345,0.0001,0.0003,0.0012,1.0000,0.0000,0.9748,0.0003,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31899-v_faith.jpg,0.0000,0.0000,0.0002,0.0000,0.9991,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31901-vtempera.jpg,0.0000,0.0000,0.0003,0.0000,0.9986,0.0020,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31934-00leda.jpg,0.0000,0.0001,0.0002,0.0010,0.9998,0.0089,0.9952,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/31946-0poggio.jpg,0.0000,0.0000,0.0013,0.0000,0.5457,0.0000,1.0000,0.0004,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31947-1poggio.jpg,0.0000,0.0001,0.0004,0.0009,0.5468,0.0000,0.9999,0.0012,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/31980-15venus.jpg,0.0001,0.0002,0.0003,0.0049,0.9984,0.0000,0.9998,0.0000,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32049-allegory.jpg,0.0216,0.0001,0.0004,0.0000,0.9977,0.0000,0.9994,0.0008,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32053-vanitas.jpg,0.9983,0.0022,0.0043,0.0004,0.0054,0.0028,0.0066,0.4419,0.0014,Mythological,Genre
rawdata/art/types/train/Mythological/32123-vanity.jpg,1.0000,0.0002,0.0005,0.0065,0.0015,0.0007,0.0002,0.0034,0.0001,Mythological,Genre
rawdata/art/types/train/Mythological/32196-02apollo.jpg,0.0005,0.0004,0.0003,0.0013,1.0000,0.0005,0.9493,0.0000,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32197-02battle.jpg,0.0001,0.0002,0.0004,0.0001,0.9987,0.0000,0.9995,0.0005,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32198-03baccha.jpg,0.0053,0.0004,0.0005,0.0358,1.0000,0.0002,0.5474,0.0002,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32199-04bacch1.jpg,0.0003,0.0002,0.0005,0.0012,0.9998,0.0000,0.9999,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32200-05bacch2.jpg,0.0000,0.0003,0.0002,0.0091,0.9999,0.0001,0.9957,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32202-07rinald.jpg,0.0000,0.0002,0.0005,0.0004,1.0000,0.0004,0.6687,0.0228,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32203-08venus.jpg,0.0018,0.0001,0.0002,0.0006,1.0000,0.0001,0.9997,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32205-10lyric.jpg,0.0018,0.0001,0.0001,0.0007,1.0000,0.0000,0.9983,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32206-11arcadi.jpg,0.0004,0.0002,0.0004,0.0002,1.0000,0.0000,0.9998,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32207-12flora.jpg,0.0019,0.0001,0.0002,0.0227,1.0000,0.0005,0.3438,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32211-16baccha.jpg,0.0234,0.0004,0.0009,0.0254,0.9946,0.0000,0.9335,0.0139,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32213-18echo_n.jpg,0.0035,0.0001,0.0003,0.0007,0.9998,0.0001,0.9890,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32217-22acis.jpg,0.0000,0.0001,0.0002,0.0014,0.9998,0.0000,0.9999,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32218-23poet.jpg,0.0001,0.0002,0.0006,0.0017,1.0000,0.0001,0.9926,0.0002,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32220-25selene.jpg,0.0000,0.0001,0.0001,0.0000,1.0000,0.0000,0.9994,0.0001,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32221-26david.jpg,0.0124,0.0003,0.0009,0.0004,0.9997,0.0002,0.9571,0.0002,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32226-01bacchi.jpg,0.0020,0.0005,0.0012,0.0313,0.9999,0.0012,0.8751,0.0000,0.0004,Mythological,Mythological
rawdata/art/types/train/Mythological/32227-02flora.jpg,0.0000,0.0001,0.0003,0.0067,1.0000,0.0000,0.9977,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32235-08baccha.jpg,0.0128,0.0001,0.0002,0.0043,1.0000,0.0002,0.6083,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32236-09nurtu.jpg,0.0002,0.0005,0.0007,0.0004,1.0000,0.0000,0.9911,0.0056,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32239-12neptun.jpg,0.0000,0.0000,0.0001,0.0006,0.9999,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32248-21tancred.jpg,0.0000,0.0001,0.0003,0.0000,0.9999,0.0000,1.0000,0.0002,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32249-01theseu.jpg,0.0004,0.0004,0.0023,0.0003,0.9999,0.0008,0.9869,0.0001,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32252-04helios.jpg,0.0000,0.0002,0.0003,0.0012,0.9998,0.0000,0.9637,0.1265,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32253-05sabin1.jpg,0.0073,0.0002,0.0005,0.0002,0.9994,0.0001,0.5886,0.0150,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32254-06sabin2.jpg,0.0001,0.0000,0.0006,0.0001,0.9995,0.0003,0.9940,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32257-09triump.jpg,0.0000,0.0002,0.0006,0.0000,0.9994,0.0000,0.9983,0.0057,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32258-10jupite.jpg,0.0000,0.0001,0.0003,0.0007,1.0000,0.0000,0.9999,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32259-11jupitf.jpg,0.0000,0.0002,0.0006,0.0096,0.9998,0.0000,0.9965,0.0002,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32260-12rinald.jpg,0.0107,0.0004,0.0010,0.0037,1.0000,0.0003,0.5293,0.0000,0.0004,Mythological,Mythological
rawdata/art/types/train/Mythological/32263-15pansyr.jpg,0.0000,0.0001,0.0002,0.0024,1.0000,0.0002,0.9718,0.0004,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32264-16dance.jpg,0.0003,0.0006,0.0011,0.0051,0.9986,0.0006,0.9499,0.0001,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/32266-18arcadi.jpg,0.0173,0.0007,0.0010,0.0136,0.9945,0.0001,0.9760,0.0000,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32269-21parnas.jpg,0.0000,0.0001,0.0002,0.0004,1.0000,0.0000,0.9999,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32270-22venus.jpg,0.0006,0.0008,0.0017,0.0071,0.9999,0.0032,0.2469,0.0354,0.0007,Mythological,Mythological
rawdata/art/types/train/Mythological/32308-06nymphs.jpg,0.0000,0.0001,0.0001,0.0082,1.0000,0.0000,0.9993,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32311-09testam.jpg,0.8656,0.0013,0.0053,0.0012,0.9982,0.0009,0.3271,0.0025,0.0016,Mythological,Mythological
rawdata/art/types/train/Mythological/32320-18apollo.jpg,0.0001,0.0001,0.0002,0.0345,1.0000,0.0000,0.9906,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32331-turco1.jpg,0.2262,0.0003,0.0014,0.0176,0.9999,0.0002,0.0751,0.0009,0.0003,Mythological,Mythological
rawdata/art/types/train/Mythological/32332-turco2.jpg,0.0000,0.0001,0.0003,0.0000,0.9994,0.0002,1.0000,0.0001,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32434-aeneas.jpg,0.0000,0.0001,0.0002,0.0003,1.0000,0.0001,0.9996,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32472-h_ulysse.jpg,0.0011,0.0009,0.0013,0.0189,0.9951,0.0045,0.5893,0.0002,0.0005,Mythological,Mythological
rawdata/art/types/train/Mythological/32477-r_helene.jpg,0.0000,0.0001,0.0002,0.0001,0.9999,0.0000,0.9999,0.0003,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32487-flora.jpg,0.0001,0.0002,0.0005,0.0000,0.9996,0.0060,0.9696,0.0073,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32502-venus_cu.jpg,0.0028,0.0002,0.0003,0.0000,0.9989,0.0006,0.9840,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32526-2innocen.jpg,0.0000,0.0001,0.0002,0.0000,1.0000,0.0007,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32529-3justice.jpg,0.0000,0.0001,0.0002,0.0088,0.9999,0.0003,0.9807,0.0346,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32534-8apollo.jpg,0.0008,0.0000,0.0001,0.0001,1.0000,0.0000,0.9997,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32583-09achill.jpg,0.0000,0.0002,0.0004,0.0012,0.9998,0.0002,0.9916,0.0018,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32634-womensea.jpg,0.0000,0.0001,0.0002,0.0000,0.9999,0.0001,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32645-1mercury.jpg,0.0066,0.0002,0.0009,0.9217,0.9952,0.0000,0.2665,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32646-2mercury.jpg,0.0089,0.0015,0.0033,0.9999,0.0026,0.0002,0.0031,0.0006,0.0007,Mythological,Landscape
rawdata/art/types/train/Mythological/32651-allegory.jpg,0.0284,0.0003,0.0013,0.0013,0.9998,0.0095,0.6944,0.0000,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32688-thetis.jpg,0.0007,0.0001,0.0002,0.0016,0.9999,0.0000,1.0000,0.0000,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32779-21graces.jpg,0.0013,0.0003,0.0006,0.0004,0.9994,0.0240,0.7403,0.0002,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32780-21knight.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32859-parnass.jpg,0.0000,0.0000,0.0000,0.0000,0.9999,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32880-1tondo1.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32881-1tondo2.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0001,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32882-1tondo3.jpg,0.0000,0.0000,0.0000,0.0001,1.0000,0.0000,1.0000,0.0015,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32883-1tondo4.jpg,0.0001,0.0001,0.0002,0.0001,0.9998,0.0000,1.0000,0.0001,0.0001,Mythological,Religious
rawdata/art/types/train/Mythological/32885-2panel2.jpg,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32924-1justice.jpg,0.0000,0.0001,0.0002,0.0001,0.9981,0.0000,1.0000,0.0001,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32925-1pope.jpg,0.0002,0.0001,0.0005,0.0000,0.9998,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/32946-05farne.jpg,0.0000,0.0003,0.0004,0.0015,0.9999,0.0000,0.9995,0.0006,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/32947-05farne0.jpg,0.0001,0.0004,0.0006,0.0013,0.9996,0.0000,0.9919,0.0001,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/32964-05sibyl.jpg,0.0005,0.0001,0.0007,0.0000,1.0000,0.0000,0.9997,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/32965-05sibyl1.jpg,0.0000,0.0000,0.0002,0.0000,0.9969,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/33001-02farnes.jpg,0.0020,0.0006,0.0084,0.0008,0.9523,0.0060,0.7197,0.0009,0.0004,Mythological,Mythological
rawdata/art/types/train/Mythological/33002-03farnes.jpg,0.0045,0.0010,0.0135,0.0123,0.0000,0.0007,0.7427,0.0005,0.0006,Mythological,Religious
rawdata/art/types/train/Mythological/33003-04farnes.jpg,0.0000,0.0000,0.0001,0.0000,0.9995,0.0000,1.0000,0.0000,0.0000,Mythological,Religious
rawdata/art/types/train/Mythological/33004-05farnes.jpg,0.0000,0.0001,0.0003,0.0010,1.0000,0.0000,0.9974,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/33007-08farnes.jpg,0.0013,0.0002,0.0007,0.0222,0.9996,0.0200,0.1070,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/33008-09farnes.jpg,0.0000,0.0000,0.0004,0.0121,1.0000,0.0126,0.3501,0.0000,0.0000,Mythological,Mythological
rawdata/art/types/train/Mythological/33009-10farnes.jpg,0.0087,0.0001,0.0003,0.0131,1.0000,0.0031,0.0964,0.0000,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/33010-11farnes.jpg,0.0027,0.0003,0.0009,0.0090,1.0000,0.0033,0.2031,0.0004,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/33011-12farnes.jpg,0.0012,0.0004,0.0010,0.0079,1.0000,0.0009,0.7172,0.0001,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/33012-13farnes.jpg,0.0000,0.0001,0.0005,0.0047,1.0000,0.0001,0.9237,0.0003,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/33013-14farnes.jpg,0.0202,0.0004,0.0007,0.0007,0.9997,0.0433,0.1873,0.0003,0.0002,Mythological,Mythological
rawdata/art/types/train/Mythological/33014-15farnes.jpg,0.0000,0.0003,0.0006,0.0001,0.9990,0.0231,0.9838,0.0001,0.0001,Mythological,Mythological
rawdata/art/types/train/Mythological/33015-16farnes.jpg,0.0000,0.0001,0.0002,0.0000,1.0000,0.0000,0.9997,0.0025,0.0000,Mythological,Mythological
